sample_id,scenario,context,task_id,segment_id,decision_index,current_node,goal_node,candidate_next_nodes,teacher_next_node,is_branch_node,is_source_retry,current_time,task_entry_time,deadline_or_std,time_slack,candidate_shortest_time_to_goal,candidate_travel_time,candidate_service_time,candidate_node_type,candidate_fault_status,local_node_time_window_pressure,local_queue_or_occupancy_summary,source_retry_age_seconds,label_type,split,edge_capacity_primary
g4a_move_000540,legacy_offset32_static16,static_fault,37,37:storage_in,0,5,47,[19],19,False,False,11288.00084,11288.00084,24600,13311.99916,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000541,legacy_offset32_static16,static_fault,37,37:storage_in,1,19,47,"[18, 25]",18,True,False,11290.60084,11288.00084,24600,13309.39916,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 0, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000542,legacy_offset32_static16,static_fault,37,37:storage_in,2,18,47,[22],22,False,False,11294.40084,11288.00084,24600,13305.59916,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000543,legacy_offset32_static16,static_fault,37,37:storage_in,3,22,47,"[24, 26]",24,True,False,11303.80084,11288.00084,24600,13296.19916,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000544,legacy_offset32_static16,static_fault,37,37:storage_in,4,24,47,[27],27,False,False,11315.20084,11288.00084,24600,13284.79916,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000545,legacy_offset32_static16,static_fault,37,37:storage_in,5,27,47,"[28, 45]",28,True,False,11317.80084,11288.00084,24600,13282.19916,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000546,legacy_offset32_static16,static_fault,37,37:storage_in,6,28,47,"[29, 47]",47,True,False,11329.60084,11288.00084,24600,13270.39916,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000547,legacy_offset32_static16,static_fault,38,38:storage_in,0,2,47,[9],9,False,False,11289.25449,11289.25449,24900,13610.74551,"{""9"": 40.0}","{""9"": 3.6}","{""9"": 1.0}","{""9"": 4}","{""9"": false}",0,"{""candidate_node_pressure"": {""9"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000548,legacy_offset32_static16,static_fault,38,38:storage_in,1,9,47,"[7, 10]",7,True,False,11293.85449,11289.25449,24900,13606.14551,"{""10"": 57.6, ""7"": 37.2}","{""10"": 8.0, ""7"": 2.8}","{""10"": 1.0, ""7"": 1.0}","{""10"": 5, ""7"": 5}","{""10"": false, ""7"": false}",0,"{""candidate_node_pressure"": {""10"": 0, ""7"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000549,legacy_offset32_static16,static_fault,38,38:storage_in,2,7,47,[8],8,False,False,11297.65449,11289.25449,24900,13602.34551,"{""8"": 35.6}","{""8"": 1.6}","{""8"": 1.0}","{""8"": 5}","{""8"": false}",0,"{""candidate_node_pressure"": {""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000550,legacy_offset32_static16,static_fault,38,38:storage_in,3,8,47,[11],11,False,False,11300.25449,11289.25449,24900,13599.74551,"{""11"": 32.4}","{""11"": 3.2}","{""11"": 1.0}","{""11"": 4}","{""11"": false}",0,"{""candidate_node_pressure"": {""11"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000551,legacy_offset32_static16,static_fault,38,38:storage_in,4,11,47,"[13, 14]",13,True,False,11304.45449,11289.25449,24900,13595.54551,"{""13"": 21.2, ""14"": 41.6}","{""13"": 11.2, ""14"": 12.8}","{""13"": 1.0, ""14"": 1.0}","{""13"": 5, ""14"": 5}","{""13"": false, ""14"": false}",0,"{""candidate_node_pressure"": {""13"": 0, ""14"": 1}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000552,legacy_offset32_static16,static_fault,38,38:storage_in,5,13,47,[23],23,False,False,11316.65449,11289.25449,24900,13583.34551,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000553,legacy_offset32_static16,static_fault,38,38:storage_in,6,23,47,[24],24,False,False,11320.85449,11289.25449,24900,13579.14551,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000554,legacy_offset32_static16,static_fault,38,38:storage_in,7,24,47,[27],27,False,False,11323.45449,11289.25449,24900,13576.54551,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000555,legacy_offset32_static16,static_fault,38,38:storage_in,8,27,47,"[28, 45]",28,True,False,11326.05449,11289.25449,24900,13573.94551,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000556,legacy_offset32_static16,static_fault,38,38:storage_in,9,28,47,"[29, 47]",47,True,False,11337.85449,11289.25449,24900,13562.14551,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000557,legacy_offset32_static16,static_fault,39,39:storage_in,0,3,47,[16],16,False,False,11290.77424,11290.77424,24900,13609.22576,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""candidate_node_pressure"": {""16"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000558,legacy_offset32_static16,static_fault,39,39:storage_in,1,16,47,"[17, 21]",21,True,False,11293.37424,11290.77424,24900,13606.62576,"{""17"": 36.8, ""21"": 22.8}","{""17"": 3.6, ""21"": 22.8}","{""17"": 1.0, ""21"": 1.0}","{""17"": 5, ""21"": 5}","{""17"": true, ""21"": false}",0,"{""candidate_node_pressure"": {""17"": 0, ""21"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000559,legacy_offset32_static16,static_fault,39,39:storage_in,2,21,47,[23],23,False,False,11317.17424,11290.77424,24900,13582.82576,"{""23"": 18.0}","{""23"": 4.8}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000560,legacy_offset32_static16,static_fault,39,39:storage_in,3,23,47,[24],24,False,False,11322.97424,11290.77424,24900,13577.02576,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000561,legacy_offset32_static16,static_fault,39,39:storage_in,4,24,47,[27],27,False,False,11325.57424,11290.77424,24900,13574.42576,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000562,legacy_offset32_static16,static_fault,39,39:storage_in,5,27,47,"[28, 45]",28,True,False,11328.17424,11290.77424,24900,13571.82576,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000563,legacy_offset32_static16,static_fault,39,39:storage_in,6,28,47,"[29, 47]",47,True,False,11339.97424,11290.77424,24900,13560.02576,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000564,legacy_offset32_static16,static_fault,40,40:storage_in,0,0,47,[6],6,False,False,11292.14444,11292.14444,23400,12107.85556,"{""6"": 35.2}","{""6"": 3.2}","{""6"": 1.0}","{""6"": 4}","{""6"": false}",0,"{""candidate_node_pressure"": {""6"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000565,legacy_offset32_static16,static_fault,40,40:storage_in,1,6,47,"[8, 12]",12,True,False,11296.34444,11292.14444,23400,12103.65556,"{""12"": 25.2, ""8"": 35.6}","{""12"": 10.0, ""8"": 2.8}","{""12"": 1.0, ""8"": 1.0}","{""12"": 5, ""8"": 5}","{""12"": false, ""8"": false}",0,"{""candidate_node_pressure"": {""12"": 0, ""8"": 1}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000566,legacy_offset32_static16,static_fault,40,40:storage_in,2,12,47,[13],13,False,False,11307.34444,11292.14444,23400,12092.65556,"{""13"": 21.2}","{""13"": 4.0}","{""13"": 1.0}","{""13"": 5}","{""13"": false}",0,"{""candidate_node_pressure"": {""13"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000567,legacy_offset32_static16,static_fault,40,40:storage_in,3,13,47,[23],23,False,False,11312.34444,11292.14444,23400,12087.65556,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000568,legacy_offset32_static16,static_fault,40,40:storage_in,4,23,47,[24],24,False,False,11316.54444,11292.14444,23400,12083.45556,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000569,legacy_offset32_static16,static_fault,40,40:storage_in,5,24,47,[27],27,False,False,11319.14444,11292.14444,23400,12080.85556,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000570,legacy_offset32_static16,static_fault,40,40:storage_in,6,27,47,"[28, 45]",28,True,False,11321.74444,11292.14444,23400,12078.25556,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000571,legacy_offset32_static16,static_fault,40,40:storage_in,7,28,47,"[29, 47]",47,True,False,11333.54444,11292.14444,23400,12066.45556,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000572,legacy_offset32_static16,static_fault,41,41:storage_in,0,1,47,[7],7,False,False,11845.2066,11845.2066,24000,12154.7934,"{""7"": 37.2}","{""7"": 4.8}","{""7"": 1.0}","{""7"": 5}","{""7"": false}",0,"{""candidate_node_pressure"": {""7"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000573,legacy_offset32_static16,static_fault,41,41:storage_in,1,7,47,[8],8,False,False,11851.0066,11845.2066,24000,12148.9934,"{""8"": 35.6}","{""8"": 1.6}","{""8"": 1.0}","{""8"": 5}","{""8"": false}",0,"{""candidate_node_pressure"": {""8"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000574,legacy_offset32_static16,static_fault,41,41:storage_in,2,8,47,[11],11,False,False,11853.6066,11845.2066,24000,12146.3934,"{""11"": 32.4}","{""11"": 3.2}","{""11"": 1.0}","{""11"": 4}","{""11"": false}",0,"{""candidate_node_pressure"": {""11"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000575,legacy_offset32_static16,static_fault,41,41:storage_in,3,11,47,"[13, 14]",13,True,False,11857.8066,11845.2066,24000,12142.1934,"{""13"": 21.2, ""14"": 41.6}","{""13"": 11.2, ""14"": 12.8}","{""13"": 1.0, ""14"": 1.0}","{""13"": 5, ""14"": 5}","{""13"": false, ""14"": false}",0,"{""candidate_node_pressure"": {""13"": 0, ""14"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000576,legacy_offset32_static16,static_fault,41,41:storage_in,4,13,47,[23],23,False,False,11870.0066,11845.2066,24000,12129.9934,"{""23"": 18.0}","{""23"": 3.2}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000577,legacy_offset32_static16,static_fault,41,41:storage_in,5,23,47,[24],24,False,False,11874.2066,11845.2066,24000,12125.7934,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000578,legacy_offset32_static16,static_fault,41,41:storage_in,6,24,47,[27],27,False,False,11876.8066,11845.2066,24000,12123.1934,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000579,legacy_offset32_static16,static_fault,41,41:storage_in,7,27,47,"[28, 45]",28,True,False,11879.4066,11845.2066,24000,12120.5934,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000580,legacy_offset32_static16,static_fault,41,41:storage_in,8,28,47,"[29, 47]",47,True,False,11891.2066,11845.2066,24000,12108.7934,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000581,legacy_offset32_static16,static_fault,42,42:storage_in,0,4,47,[17],17,False,False,11854.61553,11854.61553,24300,12445.38447,"{""17"": 36.8}","{""17"": 3.6}","{""17"": 1.0}","{""17"": 5}","{""17"": false}",0,"{""candidate_node_pressure"": {""17"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000582,legacy_offset32_static16,static_fault,42,42:storage_in,1,17,47,[18],18,False,False,11859.21553,11854.61553,24300,12440.78447,"{""18"": 35.2}","{""18"": 1.6}","{""18"": 1.0}","{""18"": 5}","{""18"": false}",0,"{""candidate_node_pressure"": {""18"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000583,legacy_offset32_static16,static_fault,42,42:storage_in,2,18,47,[22],22,False,False,11861.81553,11854.61553,24300,12438.18447,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000584,legacy_offset32_static16,static_fault,42,42:storage_in,3,22,47,"[24, 26]",24,True,False,11871.21553,11854.61553,24300,12428.78447,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000585,legacy_offset32_static16,static_fault,42,42:storage_in,4,24,47,[27],27,False,False,11882.61553,11854.61553,24300,12417.38447,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000586,legacy_offset32_static16,static_fault,42,42:storage_in,5,27,47,"[28, 45]",28,True,False,11885.21553,11854.61553,24300,12414.78447,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000587,legacy_offset32_static16,static_fault,42,42:storage_in,6,28,47,"[29, 47]",47,True,False,11897.01553,11854.61553,24300,12402.98447,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,val,False
g4a_move_000588,legacy_offset32_static16,static_fault,43,43:storage_in,0,5,47,[19],19,False,False,11865.14962,11865.14962,24000,12134.85038,"{""19"": 38.0}","{""19"": 1.6}","{""19"": 1.0}","{""19"": 4}","{""19"": false}",0,"{""candidate_node_pressure"": {""19"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000589,legacy_offset32_static16,static_fault,43,43:storage_in,1,19,47,"[18, 25]",18,True,False,11867.74962,11865.14962,24000,12132.25038,"{""18"": 35.2, ""25"": 51.2}","{""18"": 2.8, ""25"": 14.0}","{""18"": 1.0, ""25"": 1.0}","{""18"": 5, ""25"": 5}","{""18"": false, ""25"": false}",0,"{""candidate_node_pressure"": {""18"": 0, ""25"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000590,legacy_offset32_static16,static_fault,43,43:storage_in,2,18,47,[22],22,False,False,11871.54962,11865.14962,24000,12128.45038,"{""22"": 26.8}","{""22"": 8.4}","{""22"": 1.0}","{""22"": 4}","{""22"": false}",0,"{""candidate_node_pressure"": {""22"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000591,legacy_offset32_static16,static_fault,43,43:storage_in,3,22,47,"[24, 26]",24,True,False,11880.94962,11865.14962,24000,12119.05038,"{""24"": 16.4, ""26"": 48.0}","{""24"": 10.4, ""26"": 6.8}","{""24"": 1.0, ""26"": 1.0}","{""24"": 5, ""26"": 5}","{""24"": false, ""26"": false}",0,"{""candidate_node_pressure"": {""24"": 0, ""26"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000592,legacy_offset32_static16,static_fault,43,43:storage_in,4,24,47,[27],27,False,False,11892.34962,11865.14962,24000,12107.65038,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000593,legacy_offset32_static16,static_fault,43,43:storage_in,5,27,47,"[28, 45]",28,True,False,11894.94962,11865.14962,24000,12105.05038,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000594,legacy_offset32_static16,static_fault,43,43:storage_in,6,28,47,"[29, 47]",47,True,False,11906.74962,11865.14962,24000,12093.25038,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,test,False
g4a_move_000595,legacy_offset32_static16,static_fault,44,44:storage_in,0,3,47,[16],16,False,False,11867.9489,11867.9489,22200,10332.0511,"{""16"": 40.4}","{""16"": 1.6}","{""16"": 1.0}","{""16"": 4}","{""16"": false}",0,"{""candidate_node_pressure"": {""16"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000596,legacy_offset32_static16,static_fault,44,44:storage_in,1,16,47,"[17, 21]",21,True,False,11870.5489,11867.9489,22200,10329.4511,"{""17"": 36.8, ""21"": 22.8}","{""17"": 3.6, ""21"": 22.8}","{""17"": 1.0, ""21"": 1.0}","{""17"": 5, ""21"": 5}","{""17"": true, ""21"": false}",0,"{""candidate_node_pressure"": {""17"": 0, ""21"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000597,legacy_offset32_static16,static_fault,44,44:storage_in,2,21,47,[23],23,False,False,11894.3489,11867.9489,22200,10305.6511,"{""23"": 18.0}","{""23"": 4.8}","{""23"": 1.0}","{""23"": 5}","{""23"": false}",0,"{""candidate_node_pressure"": {""23"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000598,legacy_offset32_static16,static_fault,44,44:storage_in,3,23,47,[24],24,False,False,11900.1489,11867.9489,22200,10299.8511,"{""24"": 16.4}","{""24"": 1.6}","{""24"": 1.0}","{""24"": 5}","{""24"": false}",0,"{""candidate_node_pressure"": {""24"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000599,legacy_offset32_static16,static_fault,44,44:storage_in,4,24,47,[27],27,False,False,11902.7489,11867.9489,22200,10297.2511,"{""27"": 14.8}","{""27"": 1.6}","{""27"": 1.0}","{""27"": 4}","{""27"": false}",0,"{""candidate_node_pressure"": {""27"": 0}, ""current_node_pressure"": 0, ""out_degree"": 1}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000600,legacy_offset32_static16,static_fault,44,44:storage_in,5,27,47,"[28, 45]",28,True,False,11905.3489,11867.9489,22200,10294.6511,"{""28"": 4.0, ""45"": 4000.0}","{""28"": 10.8, ""45"": 6.4}","{""28"": 1.0, ""45"": 1.0}","{""28"": 4, ""45"": 5}","{""28"": false, ""45"": false}",0,"{""candidate_node_pressure"": {""28"": 0, ""45"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
g4a_move_000601,legacy_offset32_static16,static_fault,44,44:storage_in,6,28,47,"[29, 47]",47,True,False,11917.1489,11867.9489,22200,10282.8511,"{""29"": 62.4, ""47"": 4000.0}","{""29"": 5.2, ""47"": 4.0}","{""29"": 1.0, ""47"": 0.0}","{""29"": 5, ""47"": 2}","{""29"": false, ""47"": false}",0,"{""candidate_node_pressure"": {""29"": 0, ""47"": 0}, ""current_node_pressure"": 0, ""out_degree"": 2}",0,MOVE_TO_NEXT_CIE,train,False
