task_id,segment_id,start_node,entry_time,java_release_time,output_start_time,output_tth,finish_time_if_reconstructable,tth_if_entry_denominator,tth_if_release_denominator,closest_denominator,confidence
15538,15538:storage_in,53,45852.90901,45852,45852,47,45899,46.09099,47,java_release_time_tth,high
15538,15538:storage_out,52,52200,52216,52218,146,52364,164,148,java_release_time_tth,medium
15539,15539:storage_in,53,45857.99916,45857,45857,47,45904,46.00084,47,java_release_time_tth,high
15539,15539:storage_out,52,52200,52217,52219,171,52390,190,173,java_release_time_tth,medium
15540,15540:storage_in,53,45862.88807,45862,45862,47,45909,46.11193,47,java_release_time_tth,high
15540,15540:storage_out,52,52200,52218,52220,146,52366,166,148,java_release_time_tth,medium
15541,15541:storage_in,53,45876.02245,45876,45876,47,45923,46.97755,47,java_release_time_tth,high
15541,15541:storage_out,52,49200,49224,49234,199,49433,233,209,java_release_time_tth,medium
15542,15542:storage_in,53,45878.89581,45878,45878,47,45925,46.10419,47,java_release_time_tth,high
15542,15542:storage_out,52,51900,51918,51918,146,52064,164,146,java_release_time_tth,high
15543,15543:storage_in,53,45881.35579,45881,45881,47,45928,46.64421,47,java_release_time_tth,high
15543,15543:storage_out,52,51900,51919,51919,171,52090,190,171,java_release_time_tth,high
15544,15544:storage_in,4,45883.1019,45883,45883,47,45930,46.8981,47,java_release_time_tth,high
15544,15544:storage_out,52,49500,49563,49595,171,49766,266,203,java_release_time_tth,medium
15545,15545:storage_in,5,45918.6596,45918,45918,46,45964,45.3404,46,java_release_time_tth,high
15545,15545:storage_out,52,49500,49564,49597,200,49797,297,233,java_release_time_tth,medium
15546,15546:storage_in,53,45934.85778,45934,45934,73,46007,72.14222,73,java_release_time_tth,high
15546,15546:storage_out,52,51900,51920,51920,250,52170,270,250,java_release_time_tth,high
15547,15547:storage_in,53,45937.33913,45937,45937,73,46010,72.66087,73,java_release_time_tth,high
15547,15547:storage_out,52,52200,52219,52221,171,52392,192,173,java_release_time_tth,medium
15548,15548:storage_in,53,45988.02247,45988,45988,73,46061,72.97753,73,java_release_time_tth,high
15548,15548:storage_out,52,52200,52220,52222,197,52419,219,199,java_release_time_tth,medium
15549,15549:storage_in,53,45995.3186,45995,45995,73,46068,72.6814,73,java_release_time_tth,high
15549,15549:storage_out,52,48300,48378,48431,171,48602,302,224,java_release_time_tth,medium
15550,15550:storage_in,53,45997.98525,45997,45997,73,46070,72.01475,73,java_release_time_tth,high
15550,15550:storage_out,52,49500,49565,49599,171,49770,270,205,java_release_time_tth,medium
15551,15551:direct,53,46003.31835,46003,46003,202,46205,201.68165,202,java_release_time_tth,high
15552,15552:storage_in,53,46005.98524,46005,46005,73,46078,72.01476,73,java_release_time_tth,high
15552,15552:storage_out,52,49800,49833,49848,235,50083,283,250,java_release_time_tth,medium
15553,15553:direct,53,46020.31962,46020,46020,189,46209,188.68038,189,java_release_time_tth,high
15554,15554:direct,1,46036.3197,46036,46036,189,46225,188.6803,189,java_release_time_tth,high
15555,15555:direct,2,46038.60269,46038,46038,192,46230,191.39731,192,java_release_time_tth,high
15556,15556:direct,3,46040.7174,46040,46040,199,46239,198.2826,199,java_release_time_tth,high
15557,15557:direct,0,46043.52434,46043,46043,189,46232,188.47566,189,java_release_time_tth,high
15558,15558:storage_in,53,46044.19113,46044,46044,73,46117,72.80887,73,java_release_time_tth,high
15558,15558:storage_out,52,52200,52221,52223,171,52394,194,173,java_release_time_tth,medium
15559,15559:direct,5,46044.29987,46044,46044,273,46317,272.70013,273,java_release_time_tth,high
15560,15560:storage_in,1,46046.1147,46046,46046,73,46119,72.8853,73,java_release_time_tth,high
15560,15560:storage_out,52,51900,51921,51921,171,52092,192,171,java_release_time_tth,high
15561,15561:direct,4,46046.16007,46046,46046,196,46242,195.83993,196,java_release_time_tth,high
15562,15562:storage_in,3,46046.9088,46046,46046,82,46128,81.0912,82,java_release_time_tth,high
15562,15562:storage_out,52,49200,49225,49235,250,49485,285,260,java_release_time_tth,medium
15563,15563:direct,53,46047.47071,46047,46047,189,46236,188.52929,189,java_release_time_tth,high
15564,15564:direct,5,46048.82069,46048,46048,196,46244,195.17931,196,java_release_time_tth,high
15565,15565:direct,2,46048.98808,46048,46049,192,46241,192.01192,193,original_entry_time_tth,medium
15566,15566:direct,0,46051.44075,46051,46096,232,46328,276.55925,277,original_entry_time_tth,medium
15567,15567:direct,3,46051.49353,46051,46051,199,46250,198.50647,199,java_release_time_tth,high
15568,15568:storage_in,4,46052.30001,46052,46052,80,46132,79.69999,80,java_release_time_tth,high
15568,15568:storage_out,52,48300,48379,48433,171,48604,304,225,java_release_time_tth,medium
15569,15569:storage_in,53,46052.80429,46052,46102,73,46175,122.19571,123,original_entry_time_tth,medium
15569,15569:storage_out,52,50400,50422,50433,222,50655,255,233,java_release_time_tth,medium
15570,15570:direct,2,46053.1584,46053,46053,207,46260,206.8416,207,java_release_time_tth,high
15571,15571:storage_in,4,46053.61089,46053,46055,80,46135,81.38911,82,original_entry_time_tth,medium
15571,15571:storage_out,52,50700,50718,50720,250,50970,270,252,java_release_time_tth,medium
15572,15572:storage_in,1,46054.28336,46054,46057,73,46130,75.71664,76,original_entry_time_tth,medium
15572,15572:storage_out,52,54300,54308,54308,171,54479,179,171,java_release_time_tth,high
15573,15573:storage_in,53,46055.47076,46055,46108,73,46181,125.52924,126,original_entry_time_tth,medium
15573,15573:storage_out,52,48300,48380,48435,171,48606,306,226,java_release_time_tth,medium
15574,15574:direct,0,46055.92835,46055,46111,232,46343,287.07165,288,original_entry_time_tth,medium
15575,15575:storage_in,5,46056.27744,46056,46059,79,46138,81.72256,82,original_entry_time_tth,medium
15575,15575:storage_out,52,50700,50719,50721,199,50920,220,201,java_release_time_tth,medium
15576,15576:direct,4,46056.82692,46056,46057,196,46253,196.17308,197,original_entry_time_tth,medium
15577,15577:storage_in,5,46057.52214,46057,46062,77,46139,81.47786,82,original_entry_time_tth,medium
15577,15577:storage_out,52,50400,50423,50435,199,50634,234,211,java_release_time_tth,medium
15578,15578:direct,2,46057.63141,46057,46088,196,46284,226.36859,227,original_entry_time_tth,medium
15579,15579:direct,53,46058.1373,46058,46110,269,46379,320.8627,321,original_entry_time_tth,medium
15580,15580:storage_in,3,46058.81383,46058,46058,82,46140,81.18617,82,java_release_time_tth,high
15580,15580:storage_out,52,53400,53403,53407,199,53606,206,203,java_release_time_tth,medium
15581,15581:direct,5,46059.35484,46059,46068,196,46264,204.64516,205,original_entry_time_tth,medium
15582,15582:direct,0,46059.94823,46059,46122,232,46354,294.05177,295,original_entry_time_tth,medium
15583,15583:direct,3,46060.18899,46060,46060,199,46259,198.81101,199,java_release_time_tth,high
15584,15584:storage_in,4,46061.4806,46061,46066,80,46146,84.5194,85,original_entry_time_tth,medium
15584,15584:storage_out,52,49200,49226,49236,199,49435,235,209,java_release_time_tth,medium
15585,15585:direct,3,46062.16016,46062,46062,199,46261,198.83984,199,java_release_time_tth,high
15586,15586:direct,4,46062.85566,46062,46069,196,46265,202.14434,203,original_entry_time_tth,medium
15587,15587:storage_in,5,46064.14709,46064,46076,79,46155,90.85291,91,original_entry_time_tth,medium
15587,15587:storage_out,52,50400,50424,50436,250,50686,286,262,java_release_time_tth,medium
15588,15588:direct,4,46064.7173,46064,46074,196,46270,205.2827,206,original_entry_time_tth,medium
15589,15589:direct,5,46065.57561,46065,46079,196,46275,209.42439,210,original_entry_time_tth,medium
15590,15590:direct,1,46065.78873,46065,46097,232,46329,263.21127,264,original_entry_time_tth,medium
15591,15591:direct,53,46066.13729,46066,46114,269,46383,316.86271,317,original_entry_time_tth,medium
15592,15592:direct,5,46067.48735,46067,46083,196,46279,211.51265,212,original_entry_time_tth,medium
15593,15593:direct,3,46068.07841,46068,46068,278,46346,277.92159,278,java_release_time_tth,high
15594,15594:storage_in,2,46068.27033,46068,46090,53,46143,74.72967,75,original_entry_time_tth,medium
15594,15594:storage_out,52,55800,55801,55801,213,56014,214,213,java_release_time_tth,high
15595,15595:direct,53,46068.80396,46068,46117,269,46386,317.19604,318,original_entry_time_tth,medium
15596,15596:storage_in,3,46069.61503,46069,46070,82,46152,82.38497,83,original_entry_time_tth,medium
15596,15596:storage_out,52,50400,50425,50437,199,50636,236,211,java_release_time_tth,medium
15597,15597:storage_in,0,46070.93673,46070,46127,50,46177,106.06327,107,original_entry_time_tth,medium
15597,15597:storage_out,52,54600,54604,54605,210,54815,215,211,java_release_time_tth,medium
15598,15598:storage_in,4,46072.17523,46072,46077,80,46157,84.82477,85,original_entry_time_tth,medium
15598,15598:storage_out,52,50400,50426,50439,199,50638,238,212,java_release_time_tth,medium
15599,15599:direct,1,46073.62007,46073,46102,232,46334,260.37993,261,original_entry_time_tth,medium
15600,15600:storage_in,53,46074.13734,46074,46119,47,46166,91.86266,92,original_entry_time_tth,medium
15600,15600:storage_out,52,50400,50427,50440,250,50690,290,263,java_release_time_tth,medium
15601,15601:direct,5,46074.81372,46074,46085,275,46360,285.18628,286,original_entry_time_tth,medium
15602,15602:storage_in,4,46076.24235,46076,46081,80,46161,84.75765,85,original_entry_time_tth,medium
15602,15602:storage_out,52,48300,48381,48437,171,48608,308,227,java_release_time_tth,medium
15603,15603:direct,2,46076.49334,46076,46092,207,46299,222.50666,223,original_entry_time_tth,medium
15604,15604:direct,3,46077.61077,46077,46077,278,46355,277.38923,278,java_release_time_tth,high
15605,15605:direct,0,46079.16006,46079,46133,232,46365,285.83994,286,original_entry_time_tth,medium
15606,15606:direct,0,46080.24227,46080,46136,232,46368,287.75773,288,original_entry_time_tth,medium
15607,15607:direct,5,46081.57552,46081,46087,196,46283,201.42448,202,original_entry_time_tth,medium
15608,15608:direct,1,46083.1756,46083,46106,232,46338,254.8244,255,original_entry_time_tth,medium
15609,15609:direct,1,46087.12205,46087,46109,232,46341,253.87795,254,original_entry_time_tth,medium
15610,15610:direct,4,46088.14717,46088,46088,276,46364,275.85283,276,java_release_time_tth,high
15611,15611:direct,2,46088.24227,46088,46094,207,46301,212.75773,213,original_entry_time_tth,medium
15612,15612:storage_in,3,46091.48736,46091,46091,54,46145,53.51264,54,java_release_time_tth,high
15612,15612:storage_out,52,49500,49566,49601,171,49772,272,206,java_release_time_tth,medium
15613,15613:direct,1,46091.69802,46091,46116,189,46305,213.30198,214,original_entry_time_tth,medium
15614,15614:storage_in,2,46092.27006,46092,46096,53,46149,56.72994,57,original_entry_time_tth,medium
15614,15614:storage_out,52,51000,51018,51028,210,51238,238,220,java_release_time_tth,medium
15615,15615:storage_in,0,46093.57562,46093,46138,50,46188,94.42438,95,original_entry_time_tth,medium
15615,15615:storage_out,52,49500,49567,49603,213,49816,316,249,java_release_time_tth,medium
15616,15616:storage_in,4,46094.02157,46094,46094,80,46174,79.97843,80,java_release_time_tth,high
15616,15616:storage_out,52,49500,49568,49605,171,49776,276,208,java_release_time_tth,medium
15617,15617:storage_in,0,46094.93673,46094,46145,50,46195,100.06327,101,original_entry_time_tth,medium
15617,15617:storage_out,52,51000,51019,51029,185,51214,214,195,java_release_time_tth,medium
15618,15618:direct,2,46097.65308,46097,46098,196,46294,196.34692,197,original_entry_time_tth,medium
15619,15619:direct,1,46099.05431,46099,46119,232,46351,251.94569,252,original_entry_time_tth,medium
15620,15620:direct,0,46099.95179,46099,46148,193,46341,241.04821,242,original_entry_time_tth,medium
15621,15621:direct,5,46102.05072,46102,46102,194,46296,193.94928,194,java_release_time_tth,high
15622,15622:direct,1,46102.43511,46102,46124,189,46313,210.56489,211,original_entry_time_tth,medium
15623,15623:direct,2,46102.54898,46102,46102,204,46306,203.45102,204,java_release_time_tth,high
15624,15624:storage_in,3,46105.41166,46105,46105,49,46154,48.58834,49,java_release_time_tth,high
15624,15624:storage_out,52,50400,50428,50441,222,50663,263,235,java_release_time_tth,medium
15625,15625:direct,2,46105.7647,46105,46105,196,46301,195.2353,196,java_release_time_tth,high
15626,15626:direct,0,46106.04365,46106,46151,232,46383,276.95635,277,original_entry_time_tth,medium
15627,15627:direct,1,46106.6034,46106,46130,232,46362,255.3966,256,original_entry_time_tth,medium
15628,15628:direct,0,46108.24047,46108,46159,188,46347,238.75953,239,original_entry_time_tth,medium
15629,15629:direct,1,46109.56242,46109,46134,202,46336,226.43758,227,original_entry_time_tth,medium
15630,15630:direct,3,46110.16017,46110,46110,196,46306,195.83983,196,java_release_time_tth,high
15631,15631:direct,2,46110.93673,46110,46110,204,46314,203.06327,204,java_release_time_tth,high
15632,15632:direct,4,46112.82682,46112,46112,196,46308,195.17318,196,java_release_time_tth,high
15633,15633:storage_in,2,46112.95668,46112,46112,53,46165,52.04332,53,java_release_time_tth,high
15633,15633:storage_out,52,49800,49834,49850,235,50085,285,251,java_release_time_tth,medium
15634,15634:direct,1,46112.98808,46112,46136,279,46415,302.01192,303,original_entry_time_tth,medium
15635,15635:storage_in,4,46113.63332,46113,46114,80,46194,80.36668,81,original_entry_time_tth,medium
15635,15635:storage_out,52,49500,49569,49607,171,49778,278,209,java_release_time_tth,medium
15636,15636:direct,5,46114.94412,46114,46116,218,46334,219.05588,220,original_entry_time_tth,medium
15637,15637:direct,5,46115.42565,46115,46118,194,46312,196.57435,197,original_entry_time_tth,medium
15638,15638:storage_in,2,46115.45184,46115,46115,53,46168,52.54816,53,java_release_time_tth,high
15638,15638:storage_out,52,49500,49570,49609,210,49819,319,249,java_release_time_tth,medium
15639,15639:storage_in,5,46116.18893,46116,46120,79,46199,82.81107,83,original_entry_time_tth,medium
15639,15639:storage_out,52,49500,49571,49611,171,49782,282,211,java_release_time_tth,medium
15640,15640:direct,3,46117.61512,46117,46117,225,46342,224.38488,225,java_release_time_tth,high
15641,15641:direct,0,46118.32136,46118,46161,193,46354,235.67864,236,original_entry_time_tth,medium
15642,15642:direct,0,46119.84402,46119,46164,232,46396,276.15598,277,original_entry_time_tth,medium
15643,15643:direct,4,46120.17504,46120,46121,276,46397,276.82496,277,original_entry_time_tth,medium
15644,15644:direct,3,46120.71723,46120,46120,196,46316,195.28277,196,java_release_time_tth,high
15645,15645:direct,3,46121.63334,46121,46122,196,46318,196.36666,197,original_entry_time_tth,medium
15646,15646:direct,1,46122.1166,46122,46143,232,46375,252.8834,253,original_entry_time_tth,medium
15647,15647:direct,5,46122.89462,46122,46123,275,46398,275.10538,276,original_entry_time_tth,medium
15648,15648:direct,4,46123.38397,46123,46124,196,46320,196.61603,197,original_entry_time_tth,medium
15649,15649:direct,5,46126.02156,46126,46126,196,46322,195.97844,196,java_release_time_tth,high
15650,15650:direct,2,46126.9534,46126,46126,235,46361,234.0466,235,java_release_time_tth,high
15651,15651:storage_in,3,46128.22874,46128,46128,54,46182,53.77126,54,java_release_time_tth,high
15651,15651:storage_out,52,49200,49227,49237,250,49487,287,260,java_release_time_tth,medium
15652,15652:direct,0,46129.62006,46129,46170,201,46371,241.37994,242,original_entry_time_tth,medium
15653,15653:storage_in,1,46132.27006,46132,46146,50,46196,63.72994,64,original_entry_time_tth,medium
15653,15653:storage_out,52,51300,51324,51324,185,51509,209,185,java_release_time_tth,high
15654,15654:direct,4,46133.61087,46133,46133,276,46409,275.38913,276,java_release_time_tth,high
15655,15655:direct,5,46136.1473,46136,46136,275,46411,274.8527,275,java_release_time_tth,high
15656,15656:direct,4,46137.52227,46137,46137,196,46333,195.47773,196,java_release_time_tth,high
15657,15657:storage_in,2,46137.78873,46137,46137,53,46190,52.21127,53,java_release_time_tth,high
15657,15657:storage_out,52,56100,56102,56102,185,56287,187,185,java_release_time_tth,high
15658,15658:storage_in,3,46138.94424,46138,46138,54,46192,53.05576,54,java_release_time_tth,high
15658,15658:storage_out,52,49200,49228,49238,199,49437,237,209,java_release_time_tth,medium
15659,15659:storage_in,4,46144.1472,46144,46144,80,46224,79.8528,80,java_release_time_tth,high
15659,15659:storage_out,52,49200,49229,49239,250,49489,289,260,java_release_time_tth,medium
15660,15660:direct,5,46145.52218,46145,46145,194,46339,193.47782,194,java_release_time_tth,high
15661,15661:direct,0,46145.62006,46145,46174,227,46401,255.37994,256,original_entry_time_tth,medium
15662,15662:direct,1,46148.28672,46148,46149,232,46381,232.71328,233,original_entry_time_tth,medium
15663,15663:storage_in,3,46150.15415,46150,46150,54,46204,53.84585,54,java_release_time_tth,high
15663,15663:storage_out,52,51900,51922,51922,146,52068,168,146,java_release_time_tth,high
15664,15664:storage_in,1,46150.32136,46150,46152,50,46202,51.67864,52,original_entry_time_tth,medium
15664,15664:storage_out,52,57000,57000,57000,146,57146,146,146,ambiguous_equal,tie
15665,15665:direct,2,46151.16005,46151,46151,204,46355,203.83995,204,java_release_time_tth,high
15666,15666:storage_in,5,46152.14716,46152,46152,77,46229,76.85284,77,java_release_time_tth,high
15666,15666:storage_out,52,49200,49230,49240,199,49439,239,209,java_release_time_tth,medium
15667,15667:storage_in,2,46152.78516,46152,46153,53,46206,53.21484,54,original_entry_time_tth,medium
15667,15667:storage_out,52,50400,50429,50442,146,50588,188,159,java_release_time_tth,medium
15668,15668:storage_in,4,46152.82676,46152,46152,80,46232,79.17324,80,java_release_time_tth,high
15668,15668:storage_out,52,51300,51325,51325,171,51496,196,171,java_release_time_tth,high
15669,15669:direct,5,46155.35489,46155,46155,196,46351,195.64511,196,java_release_time_tth,high
15670,15670:storage_in,0,46155.65469,46155,46176,50,46226,70.34531,71,original_entry_time_tth,medium
15670,15670:storage_out,52,50400,50430,50443,200,50643,243,213,java_release_time_tth,medium
15671,15671:direct,3,46156.24226,46156,46156,196,46352,195.75774,196,java_release_time_tth,high
15672,15672:storage_in,1,46161.50047,46161,46162,50,46212,50.49953,51,original_entry_time_tth,medium
15672,15672:storage_out,52,50400,50431,50445,200,50645,245,214,java_release_time_tth,medium
15673,15673:storage_in,2,46164.42303,46164,46164,53,46217,52.57697,53,java_release_time_tth,high
15673,15673:storage_out,52,48300,48382,48439,171,48610,310,228,java_release_time_tth,medium
15674,15674:direct,0,46165.26173,46165,46178,201,46379,213.73827,214,original_entry_time_tth,medium
15675,15675:direct,0,46166.76587,46166,46180,232,46412,245.23413,246,original_entry_time_tth,medium
15676,15676:storage_in,1,46167.79544,46167,46168,50,46218,50.20456,51,original_entry_time_tth,medium
15676,15676:storage_out,52,49800,49835,49852,210,50062,262,227,java_release_time_tth,medium
15677,15677:storage_in,1,46169.25143,46169,46171,50,46221,51.74857,52,original_entry_time_tth,medium
15677,15677:storage_out,52,51000,51020,51030,171,51201,201,181,java_release_time_tth,medium
15678,15678:storage_in,3,46171.35494,46171,46171,82,46253,81.64506,82,java_release_time_tth,high
15678,15678:storage_out,52,49500,49572,49613,171,49784,284,212,java_release_time_tth,medium
15679,15679:storage_in,2,46171.6913,46171,46171,53,46224,52.3087,53,java_release_time_tth,high
15679,15679:storage_out,52,51000,51021,51032,200,51232,232,211,java_release_time_tth,medium
15680,15680:direct,4,46172.07836,46172,46172,196,46368,195.92164,196,java_release_time_tth,high
15681,15681:direct,4,46174.05057,46174,46175,196,46371,196.94943,197,original_entry_time_tth,medium
15682,15682:direct,5,46174.96668,46174,46177,196,46373,198.03332,199,original_entry_time_tth,medium
15683,15683:storage_in,5,46176.68816,46176,46179,79,46258,81.31184,82,original_entry_time_tth,medium
15683,15683:storage_out,52,49500,49573,49615,171,49786,286,213,java_release_time_tth,medium
15684,15684:storage_in,0,46176.76475,46176,46182,46,46228,51.23525,52,original_entry_time_tth,medium
15684,15684:storage_out,52,49800,49836,49855,213,50068,268,232,java_release_time_tth,medium
15685,15685:direct,3,46177.41171,46177,46177,248,46425,247.58829,248,java_release_time_tth,high
15686,15686:storage_in,3,46178.94838,46178,46179,54,46233,54.05162,55,original_entry_time_tth,medium
15686,15686:storage_out,52,54300,54309,54309,250,54559,259,250,java_release_time_tth,high
15687,15687:storage_in,3,46179.49348,46179,46181,82,46263,83.50652,84,original_entry_time_tth,medium
15687,15687:storage_out,52,49500,49574,49617,171,49788,288,214,java_release_time_tth,medium
15688,15688:storage_in,2,46180.4554,46180,46181,53,46234,53.5446,54,original_entry_time_tth,medium
15688,15688:storage_out,52,49800,49837,49857,213,50070,270,233,java_release_time_tth,medium
15689,15689:storage_in,4,46182.05059,46182,46182,47,46229,46.94941,47,java_release_time_tth,high
15689,15689:storage_out,52,49500,49575,49618,146,49764,264,189,java_release_time_tth,medium
15690,15690:storage_in,0,46183.82502,46183,46188,50,46238,54.17498,55,original_entry_time_tth,medium
15690,15690:storage_out,52,49800,49838,49859,235,50094,294,256,java_release_time_tth,medium
15691,15691:storage_in,5,46187.48739,46187,46187,79,46266,78.51261,79,java_release_time_tth,high
15691,15691:storage_out,52,49500,49576,49619,171,49790,290,214,java_release_time_tth,medium
15692,15692:direct,1,46188.34779,46188,46189,193,46382,193.65221,194,original_entry_time_tth,medium
15693,15693:storage_in,1,46188.4554,46189,46191,50,46241,52.5446,52,java_release_time_tth,medium
15693,15693:storage_out,52,49800,49839,49861,235,50096,296,257,java_release_time_tth,medium
15694,15694:direct,3,46190.42996,46190,46190,199,46389,198.57004,199,java_release_time_tth,high
15695,15695:storage_in,2,46190.95334,46190,46190,53,46243,52.04666,53,java_release_time_tth,high
15695,15695:storage_out,52,49500,49577,49621,185,49806,306,229,java_release_time_tth,medium
15696,15696:storage_in,4,46192.17505,46192,46194,80,46274,81.82495,82,original_entry_time_tth,medium
15696,15696:storage_out,52,53100,53107,53107,250,53357,257,250,java_release_time_tth,high
15697,15697:storage_in,0,46193.62006,46193,46195,50,46245,51.37994,52,original_entry_time_tth,medium
15697,15697:storage_out,52,49800,49840,49863,185,50048,248,208,java_release_time_tth,medium
15698,15698:storage_in,5,46194.94414,46194,46194,77,46271,76.05586,77,java_release_time_tth,high
15698,15698:storage_out,52,54600,54605,54606,199,54805,205,200,java_release_time_tth,medium
15699,15699:storage_in,1,46196.4934,46196,46196,50,46246,49.5066,50,java_release_time_tth,high
15699,15699:storage_out,52,49500,49578,49622,213,49835,335,257,java_release_time_tth,medium
15700,15700:storage_in,4,46198.9667,46198,46198,80,46278,79.0333,80,java_release_time_tth,high
15700,15700:storage_out,52,52200,52222,52224,146,52370,170,148,java_release_time_tth,medium
15701,15701:direct,2,46199.12206,46199,46199,207,46406,206.87794,207,java_release_time_tth,high
15702,15702:storage_in,0,46201.60364,46201,46201,50,46251,49.39636,50,java_release_time_tth,high
15702,15702:storage_out,52,49500,49579,49624,210,49834,334,255,java_release_time_tth,medium
15703,15703:storage_in,3,46202.94844,46202,46202,54,46256,53.05156,54,java_release_time_tth,high
15703,15703:storage_out,52,51900,51923,51923,199,52122,222,199,java_release_time_tth,high
15704,15704:direct,2,46203.43136,46203,46203,194,46397,193.56864,194,java_release_time_tth,high
15705,15705:direct,1,46204.45539,46204,46204,232,46436,231.54461,232,java_release_time_tth,high
15706,15706:storage_in,4,46206.16025,46206,46206,47,46253,46.83975,47,java_release_time_tth,high
15706,15706:storage_out,52,51600,51608,51614,146,51760,160,152,java_release_time_tth,medium
15707,15707:storage_in,4,46208.27751,46208,46208,80,46288,79.72249,80,java_release_time_tth,high
15707,15707:storage_out,52,56700,56700,56700,199,56899,199,199,ambiguous_equal,tie
15708,15708:direct,5,46208.8208,46208,46210,196,46406,197.1792,198,original_entry_time_tth,medium
15709,15709:direct,5,46209.63321,46209,46212,196,46408,198.36679,199,original_entry_time_tth,medium
15710,15710:storage_in,0,46209.75641,46209,46209,50,46259,49.24359,50,java_release_time_tth,high
15710,15710:storage_out,52,49500,49580,49626,222,49848,348,268,java_release_time_tth,medium
15711,15711:direct,1,46212.19829,46212,46212,244,46456,243.80171,244,java_release_time_tth,high
15712,15712:direct,2,46215.81148,46215,46215,207,46422,206.18852,207,java_release_time_tth,high
15713,15713:storage_in,3,46216.71726,46216,46216,54,46270,53.28274,54,java_release_time_tth,high
15713,15713:storage_out,52,50700,50720,50722,146,50868,168,148,java_release_time_tth,medium
15714,15714:direct,2,46216.95008,46216,46217,194,46411,194.04992,195,original_entry_time_tth,medium
15715,15715:storage_in,0,46220.3387,46220,46220,46,46266,45.6613,46,java_release_time_tth,high
15715,15715:storage_out,52,49500,49581,49628,171,49799,299,218,java_release_time_tth,medium
15716,15716:direct,1,46222.60877,46222,46222,193,46415,192.39123,193,java_release_time_tth,high
15717,15717:direct,2,46225.05326,46225,46225,196,46421,195.94674,196,java_release_time_tth,high
15718,15718:direct,4,46227.48735,46227,46227,189,46416,188.51265,189,java_release_time_tth,high
15719,15719:direct,5,46230.15411,46230,46230,194,46424,193.84589,194,java_release_time_tth,high
15720,15720:storage_in,0,46230.9534,46230,46230,46,46276,45.0466,46,java_release_time_tth,high
15720,15720:storage_out,52,53100,53108,53108,210,53318,218,210,java_release_time_tth,high
15721,15721:direct,3,46232.68815,46232,46232,196,46428,195.31185,196,java_release_time_tth,high
15722,15722:direct,4,46235.35481,46235,46235,241,46476,240.64519,241,java_release_time_tth,high
15723,15723:direct,0,46235.44803,46235,46235,240,46475,239.55197,240,java_release_time_tth,high
15724,15724:direct,5,46235.57058,46235,46235,273,46508,272.42942,273,java_release_time_tth,high
15725,15725:direct,5,46240.71734,46240,46241,189,46430,189.28266,190,original_entry_time_tth,medium
15726,15726:direct,1,46241.44398,46241,46242,189,46431,189.55602,190,original_entry_time_tth,medium
15727,15727:direct,1,46244.4934,46244,46244,202,46446,201.5066,202,java_release_time_tth,high
15728,15728:direct,3,46248.82681,46248,46248,248,46496,247.17319,248,java_release_time_tth,high
15729,15729:direct,2,46249.60366,46249,46249,235,46484,234.39634,235,java_release_time_tth,high
15730,15730:storage_in,0,46252.4934,46252,46252,46,46298,45.5066,46,java_release_time_tth,high
15730,15730:storage_out,52,51300,51326,51327,210,51537,237,211,java_release_time_tth,medium
15731,15731:direct,1,46255.12201,46255,46255,232,46487,231.87799,232,java_release_time_tth,high
15732,15732:direct,2,46257.82672,46257,46257,207,46464,206.17328,207,java_release_time_tth,high
15733,15733:direct,3,46258.77973,46258,46258,225,46483,224.22027,225,java_release_time_tth,high
15734,15734:direct,0,46260.29047,46260,46260,232,46492,231.70953,232,java_release_time_tth,high
15735,15735:direct,1,46265.82673,46265,46265,232,46497,231.17327,232,java_release_time_tth,high
15736,15736:direct,4,46270.05073,46270,46270,241,46511,240.94927,241,java_release_time_tth,high
15737,15737:direct,5,46272.68814,46272,46272,240,46512,239.31186,240,java_release_time_tth,high
15738,15738:direct,3,46275.09886,46275,46275,248,46523,247.90114,248,java_release_time_tth,high
15739,15739:direct,4,46280.82672,46280,46280,241,46521,240.17328,241,java_release_time_tth,high
15740,15740:direct,4,46281.67681,46281,46283,218,46501,219.32319,220,original_entry_time_tth,medium
15741,15741:storage_in,5,46283.49354,46283,46285,46,46331,47.50646,48,original_entry_time_tth,medium
15741,15741:storage_out,52,52200,52223,52225,171,52396,196,173,java_release_time_tth,medium
15742,15742:direct,3,46286.154,46286,46286,248,46534,247.846,248,java_release_time_tth,high
15743,15743:direct,4,46288.82067,46288,46288,241,46529,240.17933,241,java_release_time_tth,high
15744,15744:storage_in,5,46294.02152,46294,46295,46,46341,46.97848,47,original_entry_time_tth,medium
15744,15744:storage_out,52,52200,52224,52227,146,52373,173,149,java_release_time_tth,medium
15745,15745:direct,2,46295.2258,46295,46295,204,46499,203.7742,204,java_release_time_tth,high
15746,15746:storage_in,2,46296.95003,46296,46297,53,46350,53.04997,54,original_entry_time_tth,medium
15746,15746:storage_out,52,49500,49582,49630,171,49801,301,219,java_release_time_tth,medium
15747,15747:storage_in,3,46299.38398,46299,46299,54,46353,53.61602,54,java_release_time_tth,high
15747,15747:storage_out,52,52200,52225,52228,171,52399,199,174,java_release_time_tth,medium
15748,15748:direct,5,46304.97207,46304,46305,218,46523,218.02793,219,original_entry_time_tth,medium
15749,15749:direct,0,46306.47134,46306,46308,240,46548,241.52866,242,original_entry_time_tth,medium
