ID EntryTime(s) STD(s) star end Unloader Loader
11961 37243.51859 40200 2 50 5 B2 
11962 37246.11773 45900 3 48 1 C1 
11963 37247.85192 49200 0 50 4 B2 
11964 37248.23122 41100 4 49 2 C2 
11965 37248.64988 43200 4 48 5 C1 
11966 37250.46476 41400 4 49 1 D1 
11967 37250.51859 41100 1 50 1 B2 
11968 37251.03646 40500 5 49 1 C2 
11969 37252.4373 48600 5 48 5 D1 
11970 37253.37059 41100 2 50 1 B2 
11971 37253.98324 43200 5 48 5 C1 
11972 37255.73022 41400 0 50 4 B2 
11973 37255.82168 41700 3 49 2 D1 
11974 37256.40845 40500 3 48 3 C1 
11975 37257.06096 50700 0 49 1 B1 
11976 37259.47422 43200 4 48 5 C1 
11977 37261.20187 41100 1 50 1 B2 
11978 37261.97118 43200 5 48 5 C1 
11979 37270.18521 46800 2 50 1 B2 
11980 37272.7543 41100 0 50 3 B2 
11981 37274.8981 40500 3 49 1 C2 
11982 37275.29614 41100 1 50 1 B2 
11983 37276.88094 43500 3 48 1 C1 
11984 37277.53827 41100 2 50 2 B2 
11985 37277.56462 40500 4 49 1 C2 
11986 37280.02118 41700 5 49 2 C2 
11987 37280.05012 41100 1 50 3 A1 
11988 37282.36305 43500 3 49 2 C2 
11989 37286.25842 42900 1 50 2 B1 
11990 37287.82166 43200 4 49 1 D1 
11991 37288.92508 43200 2 50 4 B1 
11992 37290.43512 48900 5 49 1 D1 
11993 37290.70393 43200 0 50 4 B2 
11994 37290.92698 50700 4 49 2 C2 
11995 37293.3706 42900 1 50 2 B2 
11996 37293.69696 40500 5 49 1 C2 
11997 37299.9321 41400 3 48 4 D1 
11998 37299.96653 41700 3 49 2 C2 
11999 37301.20192 40200 2 50 5 B2 
12000 37302.658 43500 4 49 2 C2 
12001 37303.73202 50400 0 50 2 B2 
12002 37306.68673 43200 1 50 4 B2 
12003 37307.66484 43500 5 49 2 C2 
12004 37309.04359 43200 0 49 1 B1 
12005 37309.25527 42900 2 50 2 B2 
12006 37310.08325 42900 3 49 2 C2 
12007 37311.76362 43200 0 50 4 B2 
12008 37323.03782 42900 4 49 2 C2 
12009 37325.71047 42900 5 49 2 C2 
12010 37332.28673 40200 1 50 5 B2 
12011 37332.31546 43500 4 48 2 C1 
12012 37336.37109 42900 3 49 2 C2 
12013 37337.82672 46800 2 50 2 B2 
12014 37339.0378 42900 4 49 2 C2 
12015 37351.19085 41100 0 50 3 B2 
12016 37352.23853 40500 5 49 1 C2 
12017 37354.68425 50400 3 49 1 C2 
12018 37355.29547 44100 5 48 4 C1 
12019 37357.19447 42900 4 49 2 C2 
12020 37358.58639 42900 2 50 2 A1 
12021 37359.67544 42900 5 49 2 C2 
12022 37362.11485 42900 3 49 2 C2 
12023 37364.58249 42900 4 49 2 C2 
12024 37367.13398 41400 5 49 1 C2 
12025 37377.98134 43200 53 50 3 T 
12026 37379.41311 41400 3 49 1 C2 
12027 37382.18939 41400 4 49 1 C2 
12028 37382.85708 43200 53 50 3 T 
12029 37387.95901 43200 53 50 4 T 
12030 37393.29227 43200 53 50 4 T 
12031 37398.18943 41400 5 49 1 C2 
12032 37398.38134 43200 53 49 1 T 
12033 37400.85596 41400 3 49 1 C2 
12034 37403.25708 43200 53 49 1 T 
12035 37408.35901 43200 53 49 1 T 
12036 37408.7174 41400 4 49 1 C2 
12037 37411.5165 42900 5 49 2 C2 
12038 37413.69227 43200 53 49 1 T 
12039 37414.07991 41400 3 49 1 C2 
12040 37418.78134 46200 53 50 5 T 
12041 37419.41309 41400 4 49 1 C2 
12042 37422.08807 43200 53 49 1 T 
12043 37422.8695 43200 53 49 1 T 
12044 37423.65708 46200 53 50 5 T 
12045 37424.74651 41400 5 49 1 C2 
12046 37425.85054 43200 53 48 5 T 
12047 37427.20845 43200 53 49 1 T 
12048 37427.51651 42600 3 49 1 C2 
12049 37428.75901 43200 53 48 5 T 
12050 37430.01335 43500 4 49 2 C2 
12051 37431.19979 43500 53 49 1 T 
12052 37432.379 42600 5 49 1 C2 
12053 37432.50899 43500 53 49 1 T 
12054 37434.09227 43200 53 48 5 T 
12055 37437.5992 43500 53 49 1 T 
12056 37439.18134 43200 53 48 5 T 
12057 37442.48806 46500 53 49 1 T 
12058 37443.41324 42600 3 49 1 C2 
12059 37444.05708 43500 53 48 2 T 
12060 37447.60843 46500 53 49 1 T 
12061 37449.15901 43500 53 48 2 T 
12062 37451.94278 42900 1 50 2 B2 
12063 37452.909 46500 53 49 1 T 
12064 37454.50165 43500 53 48 1 T 
12065 37457.99916 43500 53 49 2 T 
12066 37459.51653 42600 4 49 1 C2 
12067 37459.58134 43500 53 48 1 T 
12068 37462.02054 45000 5 49 1 C2 
12069 37462.88807 43500 53 49 2 T 
12070 37464.35716 42600 3 49 1 C2 
12071 37466.97068 45300 4 49 1 C2 
12072 37469.39443 42600 5 49 1 C2 
12073 37470.67246 43500 53 49 2 T 
12074 37471.67884 44400 3 49 2 C2 
12075 37473.33911 46200 53 50 5 T 
12076 37476.00578 43200 53 49 1 T 
12077 37478.50581 42900 2 50 2 B2 
12078 37479.02367 42300 4 49 1 C2 
12079 37481.33911 43200 53 48 5 T 
12080 37484.20046 44400 5 49 2 C2 
12081 37489.59066 43500 53 49 2 T 
12082 37492.3509 42300 3 49 1 C2 
12083 37492.56439 43200 53 50 4 T 
12084 37495.7579 43200 53 50 3 T 
12085 37503.84868 40200 4 49 2 D1 
12086 37510.88516 42300 4 49 1 C2 
12087 37513.53378 45300 5 49 2 C2 
12088 37519.0237 42300 3 49 1 C2 
12089 37521.68432 48900 4 49 1 C2 
12090 37524.02247 46500 53 49 1 T 
12091 37524.20289 43200 53 49 1 T 
12092 37526.68911 43200 53 50 3 T 
12093 37526.91422 42600 5 49 1 C2 
12094 37540.02245 43500 53 48 2 T 
12095 37542.68912 43200 53 49 1 T 
12096 37545.536 43500 53 48 1 T 
12097 37548.35089 42600 3 49 1 C2 
12098 37551.01746 42300 4 49 1 C2 
12099 37553.69036 45600 5 49 2 C2 
12100 37564.35093 43200 3 49 1 C2 
12101 37576.65199 42900 53 49 1 T 
12102 37582.92413 43500 53 48 2 T 
12103 37584.6519 44400 53 49 2 T 
12104 37585.69043 43200 4 49 1 C2 
12105 37587.31865 42600 53 49 2 T 
12106 37588.19113 43500 53 49 1 T 
12107 37588.21836 43200 5 49 1 C2 
12108 37589.9853 42900 53 49 2 T 
12109 37593.52445 43500 53 48 1 T 
12110 37597.98513 42900 53 50 2 T 
12111 37600.6518 41100 53 50 1 T 
12112 37603.31862 42600 53 50 1 T 
12113 37604.35703 43200 3 49 1 C2 
12114 37605.98536 41100 53 50 3 T 
12115 37608.65194 41100 53 50 2 T 
12116 37611.31844 42600 53 50 5 T 
12117 37635.98098 43200 53 50 4 T 
12118 37639.01766 41400 4 49 1 C2 
12119 37639.07303 43200 1 49 1 B1 
12120 37640.01032 43200 53 49 1 T 
12121 37641.54039 43200 2 49 1 B1 
12122 37641.95574 42600 5 49 1 C2 
12123 37643.97422 43200 0 49 1 B1 
12124 37645.15491 43800 5 48 3 D1 
12125 37645.98523 42600 53 49 1 T 
12126 37646.01119 41400 3 48 4 C1 
12127 37647.07308 43200 1 49 1 B1 
12128 37647.76835 43500 3 48 1 D1 
12129 37648.65197 42900 53 49 2 T 
12130 37649.43642 43200 2 49 1 B1 
12131 37649.58081 41400 3 49 1 C2 
12132 37650.48834 43500 4 48 2 D1 
12133 37650.59502 42600 0 50 5 B2 
12134 37651.44688 41400 4 48 4 C1 
12135 37652.35689 41400 4 49 1 C2 
12136 37653.15493 41400 5 48 4 D1 
12137 37654.42054 47700 0 49 2 B1 
12138 37654.95586 41400 5 49 1 C2 
12139 37655.87946 49200 3 48 2 D1 
12140 37656.78021 41400 5 48 4 C1 
12141 37656.96572 41100 1 50 3 B1 
12142 37658.13737 40800 53 49 2 T 
12143 37659.67308 43200 2 49 1 B1 
12144 37660.24754 41400 3 49 1 C2 
12145 37661.10178 43200 4 49 1 D1 
12146 37662.01107 41400 3 48 4 C1 
12147 37662.91422 41400 4 49 1 C2 
12148 37663.47096 43200 53 49 1 T 
12149 37664.78009 41400 4 48 4 C1 
12150 37665.69038 41400 5 49 1 C2 
12151 37665.82674 41100 1 50 3 B2 
12152 37666.43518 44400 5 49 2 D1 
12153 37667.31651 44100 5 48 4 C1 
12154 37668.2794 41100 2 50 3 B2 
12155 37668.35086 41400 3 49 1 C2 
12156 37669.21282 41700 3 49 2 D1 
12157 37671.16007 41100 0 50 3 B2 
12158 37671.29574 42300 4 49 1 C2 
12159 37671.76854 41700 4 49 2 D1 
12160 37673.62382 46200 1 50 5 B2 
12161 37674.43519 41400 5 48 4 D1 
12162 37675.45105 44100 3 48 4 C1 
12163 37676.49334 42600 2 50 1 B2 
12164 37678.11775 44100 4 48 4 C1 
12165 37679.12207 42600 0 50 1 B2 
12166 37679.87957 42900 3 49 1 D1 
12167 37680.07147 41100 0 50 3 A1 
12168 37680.6777 44100 5 48 4 C1 
12169 37681.78872 41100 1 50 3 B2 
12170 37683.4468 44100 3 48 4 C1 
12171 37683.55669 42600 1 50 1 A1 
12172 37686.11347 44100 4 48 4 C1 
12173 37686.52357 42900 2 50 2 A1 
12174 37686.88503 42600 5 49 1 C2 
12175 37687.04209 41100 53 49 2 T 
12176 37688.65001 44100 5 48 4 C1 
12177 37689.60364 42600 2 50 1 B2 
12178 37689.69043 42600 3 49 1 C2 
12179 37693.30931 43200 0 50 3 A1 
12180 37695.12206 42600 0 50 1 B2 
12181 37696.27619 41400 1 50 4 A1 
12182 37696.64993 43800 3 48 3 C1 
12183 37696.75636 40800 0 49 2 B1 
12184 37699.5917 51000 1 49 2 B1 
12185 37699.67046 41400 2 50 4 A1 
12186 37702.0897 43200 2 49 1 B1 
12187 37702.61179 43200 0 50 4 A1 
12188 37702.90204 42300 4 49 1 C2 
12189 37703.84402 41100 1 50 2 B2 
12190 37704.92503 43200 0 49 1 B1 
12191 37705.55197 42600 1 50 5 A1 
12192 37706.51073 41100 2 50 2 B2 
12193 37708.21837 42300 5 49 1 C2 
12194 37708.39803 40800 1 49 2 B1 
12195 37708.48646 41100 2 50 1 A1 
12196 37710.11786 43800 4 48 3 C1 
12197 37711.06475 40800 2 49 2 B1 
12198 37711.42664 41100 0 50 2 A1 
12199 37711.87933 43200 4 48 5 D1 
12200 37713.37982 44100 53 48 4 T 
12201 37713.50661 42900 0 50 2 B1 
12202 37715.31646 43500 5 48 2 C1 
12203 37715.99539 43200 1 49 1 B1 
12204 37716.21839 42300 3 49 1 C2 
12205 37718.41011 40800 2 49 2 B1 
12206 37718.88505 42300 4 49 1 C2 
12207 37720.78451 45900 3 48 1 C1 
12208 37720.88194 42600 0 50 5 B1 
12209 37721.62006 42900 0 50 2 B2 
12210 37722.54614 41400 5 49 1 D1 
12211 37724.27007 42900 1 50 2 B2 
12212 37725.21285 40800 3 49 2 D1 
12213 37726.01108 41400 4 48 4 C1 
12214 37726.91419 42300 5 49 1 C2 
12215 37727.16007 42900 2 50 2 B2 
12216 37727.6578 41400 4 49 1 D1 
12217 37728.64981 43500 5 48 2 C1 
12218 37729.55178 42300 3 49 1 C2 
12219 37729.61274 42900 0 50 2 B2 
12220 37730.54616 42600 5 49 1 D1 
12221 37731.44692 43500 3 48 2 C1 
12222 37732.4554 41100 1 50 2 B2 
12223 37734.05172 43500 4 48 2 C1 
12224 37735.02371 42300 4 49 1 C2 
12225 37735.65792 43500 3 49 2 D1 
12226 37737.60334 49800 2 50 5 B2 
12227 37739.45113 41400 5 48 4 C1 
12228 37740.49339 42900 0 50 2 B2 
12229 37742.11774 43500 3 48 2 C1 
12230 37745.6842 42900 5 49 1 C2 
12231 37745.82672 42600 1 50 5 B2 
12232 37747.45114 41400 4 48 4 C1 
12233 37750.11366 43200 5 48 5 C1 
12234 37750.88628 42600 3 49 1 C2 
12235 37756.4934 42600 2 50 5 B2 
12236 37759.82506 41100 0 50 1 B2 
12237 37761.68422 42600 4 49 1 C2 
12238 37762.49169 41100 1 50 1 B2 
12239 37763.44808 43200 1 50 4 B1 
12240 37764.24756 42600 5 49 1 C2 
12241 37766.28336 40800 2 49 2 B1 
12242 37768.67784 43200 3 48 5 C1 
12243 37771.4468 49200 4 48 2 C1 
12244 37774.9534 43200 2 50 3 B2 
12245 37779.4468 43500 5 48 1 C1 
12246 37780.2184 42600 3 49 1 C2 
12247 37782.11475 41100 0 50 2 B1 
12248 37782.11794 43500 3 48 1 C1 
12249 37782.93673 43200 0 50 4 B2 
12250 37783.01755 42600 4 49 1 C2 
12251 37784.78431 43500 4 48 1 C1 
12252 37785.68435 42600 5 49 1 C2 
12253 37785.78873 43200 1 50 3 B2 
12254 37786.32447 43500 4 49 1 D1 
12255 37787.31647 43800 5 48 3 C1 
12256 37788.28674 43200 2 50 3 B2 
12257 37788.35087 42600 3 49 1 C2 
12258 37789.15497 41100 5 49 2 D1 
12259 37790.01107 47400 3 48 2 C1 
12260 37791.16007 43200 0 50 3 B2 
12261 37791.52617 42300 4 49 1 C2 
12262 37791.65789 42600 3 49 2 D1 
12263 37792.67779 48600 4 48 1 C1 
12264 37793.62378 43200 1 50 4 B2 
12265 37795.34445 43800 5 48 3 C1 
12266 37796.24753 42600 5 49 1 C2 
12267 37797.15502 42600 4 49 1 D1 
12268 37798.93672 50100 2 50 1 B2 
12269 37799.02366 41700 3 49 2 C2 
12270 37799.27239 41100 1 49 3 B1 
12271 37800.64983 43500 3 48 1 C1 
12272 37802.90214 42600 0 50 5 B2 
12273 37803.34447 43500 4 48 1 C1 
12274 37806.38185 43200 1 50 4 B2 
12275 37809.78872 43200 2 50 4 B2 
12276 37812.35081 41700 4 49 2 C2 
12277 37814.8851 41700 5 49 2 C2 
12278 37817.29586 41400 3 49 1 C2 
12279 37819.68583 41700 4 49 2 C2 
12280 37820.27006 41100 0 50 2 B2 
12281 37822.30737 42600 2 50 1 B1 
12282 37823.02365 42900 5 49 1 C2 
12283 37824.78443 47700 5 48 3 C1 
12284 37827.45107 43200 3 48 5 C1 
12285 37827.61674 41100 0 50 1 B1 
12286 37838.01125 48600 4 48 5 C1 
12287 37838.28342 43200 1 50 3 B1 
12288 37838.96814 42900 3 49 1 C2 
12289 37839.16006 41400 1 50 4 B2 
12290 37840.67772 45900 5 48 5 C1 
12291 37841.61274 41400 2 50 4 B2 
12292 37844.17258 42600 0 50 1 B2 
12293 37845.155 42900 5 49 2 D1 
12294 37847.02369 42900 4 49 1 C2 
12295 37847.14943 41400 1 50 4 B2 
12296 37847.76832 42300 3 49 1 D1 
12297 37849.78868 41400 2 50 4 B2 
12298 37851.44683 43200 3 48 5 C1 
12299 37853.15508 42900 4 49 2 D1 
12300 37855.12207 41400 0 50 4 B2 
12301 37855.12765 43200 5 49 1 D1 
12302 37856.64991 43200 4 48 5 C1 
12303 37860.43387 42300 5 49 1 C2 
12304 37862.11345 43200 5 48 5 C1 
12305 37863.37625 42900 3 49 2 C2 
12306 37865.62006 41400 1 50 4 B2 
12307 37865.76413 42900 4 49 2 C2 
12308 37868.35908 44400 5 49 2 C2 
12309 37868.49338 41400 2 50 4 B2 
12310 37873.58086 41700 3 49 2 C2 
12311 37879.01769 44400 4 49 2 C2 
12312 37881.62006 41100 0 50 1 B2 
12313 37886.98943 41400 3 48 4 C1 
12314 37888.98808 41400 2 50 4 B1 
12315 37895.0237 41700 5 49 2 C2 
12316 37897.58078 44400 3 49 2 C2 
12317 37900.24748 41700 4 49 2 C2 
12318 37902.91426 41700 5 49 2 C2 
12319 37903.25432 42600 1 50 5 B2 
12320 37908.62148 42600 3 49 1 C2 
12321 37909.21278 43200 3 49 1 D1 
12322 37911.18767 41700 4 49 2 C2 
12323 37921.69042 43500 5 49 1 C2 
12324 37922.36834 44100 4 48 4 D1 
12325 37929.55173 43500 3 49 1 C2 
12326 37932.24736 43500 4 49 1 C2 
12327 37935.02376 43500 5 49 1 C2 
12328 37948.20042 43500 3 49 1 C2 
12329 37956.2475 42900 4 49 2 C2 
12330 37961.5518 42900 5 49 2 C2 
12331 37969.68418 43200 3 49 1 C2 
12332 37977.75708 46800 53 50 2 T 
12333 37983.01755 43500 4 49 2 C2 
12334 37983.62909 41400 2 50 4 B2 
12335 37985.58089 43500 5 49 2 C2 
12336 37985.75626 46800 53 50 2 T 
12337 37988.24419 46800 53 50 1 T 
12338 37991.04452 42900 3 49 1 C2 
12339 37993.28134 46800 53 50 1 T 
12340 37993.98398 43500 4 49 2 C2 
12341 37998.15708 43800 53 48 3 T 
12342 37999.01761 43500 5 49 2 C2 
12343 38003.25901 43800 53 48 3 T 
12344 38006.88091 45300 3 49 2 C2 
12345 38007.25411 41100 0 50 1 B2 
12346 38009.70017 44100 53 48 4 T 
12347 38012.99757 51000 4 49 1 C2 
12348 38013.68134 44100 53 48 4 T 
12349 38017.58084 45300 5 49 1 C2 
12350 38018.55708 44100 53 48 4 T 
12351 38020.14941 43200 4 48 5 C1 
12352 38023.01767 45300 3 49 2 C2 
12353 38023.65901 44100 53 48 4 T 
12354 38025.69028 42600 4 49 2 C2 
12355 38028.25732 44100 53 48 4 T 
12356 38033.53615 43800 53 48 3 T 
12357 38036.21844 45600 5 49 2 C2 
12358 38038.61845 42900 3 49 1 C2 
12359 38039.85031 42300 5 49 1 D1 
12360 38044.357 46500 4 49 1 C2 
12361 38047.01745 45000 5 49 1 C2 
12362 38054.88511 48900 3 49 1 C2 
12363 38057.69031 45000 4 49 1 C2 
12364 38063.01759 43200 5 49 1 C2 
12365 38068.21838 43200 3 49 1 C2 
12366 38071.02365 43200 4 49 1 C2 
12367 38073.58077 42900 5 49 2 C2 
12368 38075.97079 45300 3 49 1 C2 
12369 38078.89579 46800 53 50 1 T 
12370 38079.0237 43200 4 49 1 C2 
12371 38084.22912 44100 53 48 4 T 
12372 38087.01767 42900 5 49 2 C2 
12373 38102.91416 42600 3 49 2 C2 
12374 38105.68428 42900 4 49 2 C2 
12375 38108.08141 42900 5 49 2 C2 
12376 38110.53448 42900 3 49 2 C2 
12377 38116.35699 42600 4 49 2 C2 
12378 38126.67245 46800 53 50 2 T 
12379 38127.55998 42900 5 49 2 C2 
12380 38130.62897 42600 3 49 2 C2 
12381 38133.02789 42600 4 49 2 C2 
12382 38135.42217 42600 5 49 2 C2 
12383 38145.33911 44100 53 48 4 T 
12384 38150.93466 43500 3 49 2 C2 
12385 38164.21835 41100 4 49 2 C2 
12386 38166.91413 41100 5 49 2 C2 
12387 38172.60633 49800 3 49 2 C2 
12388 38173.98532 45300 53 49 1 T 
12389 38182.8851 41100 4 49 2 C2 
12390 38185.69034 42900 5 49 2 C2 
12391 38187.31856 43200 53 49 1 T 
12392 38188.21837 41100 3 49 2 C2 
12393 38189.98527 45300 53 49 2 T 
12394 38195.31864 45000 53 49 1 T 
12395 38203.31871 43200 53 50 4 T 
12396 38205.98529 41400 53 50 4 T 
12397 38206.68912 43800 53 48 3 T 
12398 38211.31829 43200 53 50 3 T 
12399 38231.00541 43200 0 49 1 B1 
12400 38233.67203 43200 1 49 1 B1 
12401 38233.69043 42300 4 49 1 C2 
12402 38241.55166 43500 5 49 1 C2 
12403 38243.31856 42600 53 49 1 T 
12404 38247.76828 43800 3 48 3 D1 
12405 38248.64991 51900 5 48 4 C1 
12406 38248.98803 50700 2 49 1 B1 
12407 38249.69042 42300 3 49 1 C2 
12408 38250.32448 43200 4 48 5 D1 
12409 38251.31864 41700 53 49 2 T 
12410 38251.45183 43200 0 49 1 B1 
12411 38252.80426 43200 53 49 1 T 
12412 38253.27006 42600 1 50 5 B2 
12413 38254.32137 43200 1 49 1 B1 
12414 38255.01755 42300 4 49 1 C2 
12415 38255.76831 44100 5 48 4 D1 
12416 38256.98803 49200 2 49 3 B1 
12417 38257.55167 42300 5 49 1 C2 
12418 38257.62007 41400 2 50 4 B2 
12419 38258.32452 44100 3 48 4 D1 
12420 38259.44073 43200 0 49 1 B1 
12421 38259.45118 41400 3 48 4 C1 
12422 38260.35088 42300 3 49 1 C2 
12423 38261.15509 43200 4 49 1 D1 
12424 38261.98325 45900 4 48 1 C1 
12425 38262.32141 41400 1 50 4 B1 
12426 38263.01768 42300 4 49 1 C2 
12427 38263.47066 41400 53 48 4 T 
12428 38263.66225 46800 0 50 1 B2 
12429 38263.76848 45300 5 49 1 D1 
12430 38264.65 43500 5 48 1 C1 
12431 38264.77409 43200 2 50 4 B1 
12432 38265.58073 42300 5 49 1 C2 
12433 38266.13733 44100 53 48 4 T 
12434 38266.15054 41400 1 50 4 B2 
12435 38266.32459 43200 3 49 1 D1 
12436 38267.31649 45900 3 48 1 C1 
12437 38267.61669 43200 0 49 1 B1 
12438 38267.87205 42900 3 49 2 C2 
12439 38268.80395 43200 53 48 5 T 
12440 38269.10187 41700 4 49 2 D1 
12441 38270.01104 45900 4 48 5 C1 
12442 38271.12206 50400 2 50 2 B2 
12443 38271.47067 43500 53 48 2 T 
12444 38271.87951 42600 5 49 2 D1 
12445 38271.97909 42900 1 50 2 A1 
12446 38272.67769 43500 5 48 1 C1 
12447 38273.58081 42300 4 49 1 C2 
12448 38274.13729 43500 53 48 1 T 
12449 38274.32462 42600 3 49 2 D1 
12450 38275.45096 43500 3 48 1 C1 
12451 38276.29518 41400 53 49 1 T 
12452 38276.99109 43500 4 48 1 D1 
12453 38277.97804 45900 4 48 5 C1 
12454 38279.16001 43200 0 50 4 B2 
12455 38279.97911 42600 2 50 1 A1 
12456 38281.78873 43200 1 50 4 B2 
12457 38284.24755 42900 5 49 2 C2 
12458 38285.31243 42900 0 50 2 A1 
12459 38286.11354 43500 5 48 1 C1 
12460 38287.12207 43200 2 50 4 B2 
12461 38289.60364 43200 0 50 4 B2 
12462 38293.45465 42600 1 50 5 A1 
12463 38294.11353 43500 3 48 1 C1 
12464 38294.96871 43500 53 49 2 T 
12465 38296.93988 42600 2 50 1 A1 
12466 38299.43136 43200 1 49 1 B1 
12467 38299.44689 44100 4 48 4 C1 
12468 38299.87436 43200 0 50 4 A1 
12469 38302.85315 42600 1 50 5 A1 
12470 38303.01753 42900 3 49 2 C2 
12471 38305.69033 42900 4 49 2 C2 
12472 38306.64576 41400 2 50 4 A1 
12473 38309.26169 43200 1 50 3 B2 
12474 38310.09829 43200 2 49 1 B1 
12475 38312.65194 43500 53 49 1 T 
12476 38312.67786 44100 5 48 4 C1 
12477 38312.7647 43200 0 49 1 B1 
12478 38313.55161 42900 5 49 2 C2 
12479 38313.62006 52500 2 50 4 B2 
12480 38313.96701 43200 0 50 3 A1 
12481 38315.44808 43200 1 49 1 B1 
12482 38315.95162 41100 3 49 2 C2 
12483 38316.27007 48000 0 50 3 B2 
12484 38318.3624 42900 4 49 2 C2 
12485 38319.12207 43200 1 50 3 B2 
12486 38319.82158 41400 5 48 4 D1 
12487 38320.7595 43500 5 49 1 C2 
12488 38320.78014 44100 3 48 4 C1 
12489 38320.78142 42600 2 50 5 B1 
12490 38321.82672 42600 2 50 5 B2 
12491 38323.44681 49200 4 48 2 C1 
12492 38324.27941 42600 0 50 5 B2 
12493 38324.35711 43500 3 49 1 C2 
12494 38326.01107 41400 5 48 4 C1 
12495 38326.88504 43500 4 49 1 C2 
12496 38327.9284 43200 1 50 3 B2 
12497 38328.78022 49500 3 48 3 C1 
12498 38329.69037 43500 5 49 1 C2 
12499 38331.31645 48300 4 48 4 C1 
12500 38333.21284 42300 3 49 1 D1 
12501 38333.98316 44100 5 48 4 C1 
12502 38335.65779 43500 4 49 1 D1 
12503 38336.67771 41400 3 48 4 C1 
12504 38337.82673 42600 2 50 5 B2 
12505 38339.44677 44100 4 48 4 C1 
12506 38340.49339 42600 0 50 5 B2 
12507 38342.94603 42600 1 50 5 B2 
12508 38345.55183 45000 3 49 1 C2 
12509 38348.4934 42600 2 50 5 B2 
12510 38350.11779 41400 5 48 4 C1 
12511 38350.95714 42600 0 50 5 B2 
12512 38352.7845 43800 3 48 3 C1 
12513 38358.91416 45600 4 49 2 C2 
12514 38361.69032 45000 5 49 1 C2 
12515 38369.61626 42900 3 49 2 C2 
12516 38371.45108 43500 4 48 2 C1 
12517 38371.61675 42600 0 50 1 B1 
12518 38372.28673 42600 1 50 1 B2 
12519 38373.98326 43800 5 48 3 C1 
12520 38375.01749 45600 4 49 2 C2 
12521 38375.12206 42600 2 50 1 B2 
12522 38377.55182 45000 5 49 1 C2 
12523 38377.60365 42600 0 50 1 B2 
12524 38380.4934 42600 1 50 1 B2 
12525 38381.10171 45000 5 49 1 D1 
12526 38382.95716 42600 2 50 1 B2 
12527 38384.78141 42900 1 50 2 B1 
12528 38385.68422 42900 3 49 2 C2 
12529 38386.32446 44400 3 49 2 D1 
12530 38386.51073 42900 0 50 2 B2 
12531 38388.24751 42900 4 49 2 C2 
12532 38390.11345 43500 3 48 2 C1 
12533 38390.91429 42900 5 49 2 C2 
12534 38392.64984 44100 4 48 4 C1 
12535 38393.6034 42600 1 50 1 B2 
12536 38395.45129 43500 5 48 2 C1 
12537 38396.99125 42900 4 49 1 D1 
12538 38398.11338 43500 3 48 2 C1 
12539 38400.6342 44100 4 48 4 C1 
12540 38401.78872 42600 2 50 1 B2 
12541 38404.27031 43200 0 50 3 B2 
12542 38406.11784 43500 5 48 2 C1 
12543 38406.95334 42600 1 50 1 B2 
12544 38407.01769 42600 3 49 1 C2 
12545 38408.6778 43200 3 48 5 C1 
12546 38412.2475 42600 4 49 1 C2 
12547 38412.27006 43200 2 50 3 B2 
12548 38414.01114 44100 4 48 4 C1 
12549 38416.22884 41400 0 50 4 B2 
12550 38422.9142 42600 5 49 1 C2 
12551 38425.55173 42600 3 49 1 C2 
12552 38425.78873 46200 1 50 5 B2 
12553 38427.99744 42300 4 49 1 C2 
12554 38430.50769 42600 5 49 1 C2 
12555 38430.95339 42900 2 50 2 B2 
12556 38432.67773 43200 5 48 5 C1 
12557 38433.00987 42600 3 49 1 C2 
12558 38433.82673 46800 0 50 2 B2 
12559 38434.51532 43500 5 48 2 D1 
12560 38435.09558 43500 3 48 1 C1 
12561 38436.35706 45300 4 49 2 C2 
12562 38437.97191 42900 3 49 2 D1 
12563 38438.16097 43200 4 48 5 C1 
12564 38438.88505 45300 5 49 2 C2 
12565 38439.17917 41400 1 50 4 B2 
12566 38440.56045 43200 5 48 5 C1 
12567 38440.58085 42900 4 49 2 D1 
12568 38442.96472 43200 3 48 5 C1 
12569 38445.46226 43200 4 48 5 C1 
12570 38446.88514 45300 3 49 2 C2 
12571 38447.12207 42900 2 50 2 B2 
12572 38447.92227 48600 5 48 5 C1 
12573 38449.62007 42900 0 50 2 B2 
12574 38453.14305 43200 3 48 5 C1 
12575 38454.76929 43200 2 49 1 B1 
12576 38455.70315 43200 4 48 5 C1 
12577 38456.58083 42900 5 49 2 D1 
12578 38457.82672 42900 1 50 2 B2 
12579 38460.29048 42900 2 50 2 B2 
12580 38461.0769 43800 5 48 3 C1 
12581 38462.81705 43200 0 50 4 B2 
12582 38468.00823 43500 4 49 1 C2 
12583 38468.45534 42900 1 50 2 B2 
12584 38469.00845 43800 3 48 3 C1 
12585 38471.02376 42600 5 49 1 C2 
12586 38473.68422 42600 3 49 1 C2 
12587 38476.28673 42900 2 50 2 B2 
12588 38476.35087 42600 4 49 1 C2 
12589 38477.29649 43200 0 50 3 B1 
12590 38486.88506 42600 5 49 1 C2 
12591 38489.58071 42600 3 49 1 C2 
12592 38492.24751 42600 4 49 1 C2 
12593 38494.81374 41400 4 48 4 C1 
12594 38495.02375 42600 5 49 1 C2 
12595 38496.41692 42600 3 49 1 D1 
12596 38497.68435 42600 3 49 1 C2 
12597 38500.35087 42600 4 49 1 C2 
12598 38501.86081 43500 4 49 2 D1 
12599 38507.30512 42600 5 49 1 D1 
12600 38514.3667 42300 3 49 1 D1 
